node_id,canonical_name,primary_type,alias_count,parent_count,child_count,source_count,claim_count,current_view_count,research_question_count,knowledge_gap_count,part_of_in_count,part_of_out_count,functional_relation_count
NODE_20260817_805C36CB,RDMA,Technology,2,1,1,0,0,0,0,0,1,1,0
NODE_20260817_F039433D,Redistribution Layer,Technology,3,1,0,0,0,0,0,0,0,1,0
NODE_20260817_DF1BED7A,RoCE,Technology,3,1,0,0,0,0,0,0,0,1,0
NODE_20260817_06795867,Single-Phase Direct-to-Chip Cooling,Technology,3,1,0,0,0,0,0,0,0,1,0
NODE_20260817_94DCA562,Single-Phase Immersion Cooling,Technology,2,1,0,0,0,0,0,0,0,1,0
NODE_20260817_3CE5E0F5,Temporary Bonding & Debonding,Technology,3,1,0,0,0,0,0,0,0,1,0
NODE_20260817_88819808,Thermo-Compression Bonding,Technology,3,1,0,0,0,0,0,0,0,1,0
NODE_20260817_8D28496F,Thin Wafer Handling,Technology,3,1,0,0,0,0,0,0,0,1,0
NODE_20260817_6EA7B10F,Through-Silicon Via,Technology,3,1,0,0,0,0,0,0,0,1,0
NODE_20260817_327F66ED,Two-Phase Immersion Cooling,Technology,2,1,0,0,0,0,0,0,0,1,0
NODE_20260817_F584CC61,Wafer Thinning,Technology,2,1,0,0,0,0,0,0,0,1,0
NODE_20260817_955A2F6D,Wafer-to-Wafer Bonding,Technology,3,1,0,0,0,0,0,0,0,1,0
NODE_20260814_A1DA7680,硅光,Technology,2,0,3,0,0,0,0,0,3,0,0
NODE_20260814_E67739ED,薄膜铌酸锂,Technology,3,1,0,0,0,0,0,0,0,1,0
NODE_20260814_DC006B04,AI算力,Theme,1,0,0,0,0,0,0,0,0,0,0
NODE_20260814_47198CC3,国产替代,Theme,1,0,0,1,0,0,0,0,0,0,0
